ace,9788017.927576544,1579,77,2010-05-26 23:38:08,9,23,2,2,True,-4,67,10,0,,-1,,4022,19,1858,0.0010720897460694647,19.66,42,0,6,15,8.611501326733114,235,2011-12-21,2020-06-17,12,https://github.com/apache/ace
Qpid,7839941.428952428,31872,341,2009-05-21 03:17:04,1107,91,0,1,True,-17,612,49,0,,-1,,26908,2838,35301,0.02386301790424092,76.21,24,2,2,12,7.471264367816092,244,2008-12-18,2024-07-19,12,https://github.com/apache/Qpid
creadur-rat,11763581.868168116,2212,96,2012-10-11 07:00:29,-181,44,19,2,False,7,138,20,234,,2882,,56429,236,2659,0.013325772611284377,81.55,5,0,0,2,4.260306080242658,119,2012-04-18,2024-08-16,12,https://github.com/apache/creadur-rat
REEF,2778333.256623267,4737,285,2014-10-23 07:00:10,165,97,-185,5,True,-14,162,71,201,,39643,,51017,217,3741,0.012441023094114725,40.22,44,0,0,7,8.381204890263662,180,2015-11-18,2022-07-06,12,https://github.com/apache/REEF
Ranger,2837091.6547071375,10249,2707,2014-07-27 07:00:08,223,943,24,7,False,-2,793,120,20,,1690,,63943,234,6801,0.025689041725540936,13.3,0,26,63,135,27.358754992706032,454,2017-01-18,2024-08-15,12,https://github.com/apache/Ranger
Ratis,Issues missing,Issues missing,2871,2017-01-31 08:00:07,1,409,PRs missing,2,False,-1,Commits or Issues or PRs missing,63,0,,PRs missing,,PRs missing,156,2116,Issues missing,49.82,11,0,1,2,4.234929359123419,108,2021-02-17,2024-07-04,12,https://github.com/apache/Ratis
Rave,2451691.2257217956,1932,44,2014-03-19 07:00:06,232,14,1,3,False,-12,87,21,0,,-1,,68270,41,1730,0.045754956786985254,62.85,19,2,1,1,15.70625536510398,60,2012-03-21,2017-05-05,12,https://github.com/apache/Rave
RocketMQ,4179780.3138552,12882,53180,2016-11-30 08:00:08,-18,11534,60,7,False,19,1217,580,977,,41341,,85435,1002,7825,0.00714595062797748,42.73,10,4,17,62,12.167478058437199,324,2017-09-20,2024-07-17,12,https://github.com/apache/RocketMQ
Roller,35028247.56510864,3699,363,2009-05-21 02:42:21,257,119,0,2,False,-5,285,35,206,,30,,62247,319,4836,0.00451711329265057,11.42,36,2,0,16,13.617451928483076,304,2007-02-21,2024-06-09,12,https://github.com/apache/Roller
Rya,5337707.143636074,62,298,2015-10-06 07:00:05,0,80,0,5,True,0,21,8,0,,-1,,43869,56,441,0.019549559849091118,69.83,34,1,1,13,14.092442701148471,251,2019-09-18,2024-04-21,12,https://github.com/apache/Rya
SINGA,2115291.305882353,519,7896,2015-04-02 07:00:05,57,1228,-8,5,False,4,59,33,59,,-1,,15550,563,2242,0.0,49.84,40,0,10,6,14.906635112124448,114,2019-10-16,2024-07-17,12,https://github.com/apache/SINGA
SIS,27125651.41981724,1134,241,2013-06-11 07:00:15,226,45,0,1,False,0,82,18,0,,47086,,33474,379,8801,0.0014392520983786124,32.52,0,12,7,59,3.3243404150330127,330,2012-09-19,2024-07-12,12,https://github.com/apache/SIS
Samza,3137115.141788171,7627,1937,2015-03-14 07:00:05,93,329,1,14,False,-24,487,213,430,,58,,77746,676,2303,0.04246630111948824,101.24,41,0,0,5,10.89988958410011,448,2015-01-21,2024-08-13,12,https://github.com/apache/Samza
Sanselan,Issues missing,Issues missing,90,2009-05-21 01:48:24,25,18,1,1,True,-3,Commits or Issues or PRs missing,7,0,,-1,,66727,37,291,Issues missing,15.57,31,0,0,19,10.477158153894251,194,2009-06-30,2023-04-14,12,https://github.com/apache/Sanselan
incubator-Sedona,1301940.800595238,543,4300,2015-04-24 18:01:29,-187,656,49,2,False,2,55,22,515,,47740,,19190,995,1259,0.0,82.0,31,0,5,18,23.928289331961032,260,2022-12-21,2024-07-17,12,https://github.com/apache/incubator-Sedona
Sentry,2891828.7415288896,8739,330,2016-03-26 07:00:07,109,90,0,7,False,-11,162,27,0,,-1,,31901,55,1694,0.10043420804228809,113.42,41,1,3,5,25.590229972974353,158,2016-03-16,2021-01-20,12,https://github.com/apache/Sentry
servicecomb-java-chassis,2486568.5857371795,5167,4594,2017-05-18 09:29:30,77,802,-74,2,False,-8,183,86,173,,14560,,9584,169,4331,0.003562176165803109,70.69,33,0,0,0,9.877403479737822,73,2018-10-17,2024-07-17,12,https://github.com/apache/servicecomb-java-chassis
ServiceMix,9505022.890423281,8957,463,2014-03-28 07:00:07,0,153,0,2,True,0,444,25,28,,-1,,57078,33,941,0.2565341533055128,21.12,0,0,1,0,30.49464558898521,32,2007-09-19,2024-07-25,12,https://github.com/apache/ServiceMix
ShardingSphere,1161504.1938786507,35212,45940,2016-01-18 12:49:26,167,6666,-265,3,False,-12,1187,509,12154,,33251,,54743,5838,37364,0.0019174979444297926,88.48,45,0,31,0,50.824337628057144,81,2020-04-16,2024-07-19,12,https://github.com/apache/ShardingSphere
ShenYu,471951.3027959548,2439,19624,2018-07-11 08:17:45,132,2902,-205,16,False,-37,264,125,458,,69270,,83477,237,3235,0.0,65.23,49,0,5,0,28.992826398852223,79,2022-07-28,2024-07-17,12,https://github.com/apache/ShenYu
Shindig,2131112.2827931223,3529,201,2009-05-21 08:41:05,167,69,1,4,True,-8,234,28,0,,-1,,77022,150,5223,0.053649407361197755,60.48,33,0,1,8,28.03985044138903,121,2010-01-21,2023-04-14,12,https://github.com/apache/Shindig
Shiro,285430.79032258067,400,10860,2009-08-29 08:00:17,-223,2308,21,3,False,1,130,86,1368,,2214,,20007,127,4602,0.0,72.19,7,0,0,3,2.836151477499865,146,2010-09-22,2024-07-17,12,https://github.com/apache/Shiro
SkyWalking,471212.21141602634,19150,53543,2015-11-07 03:30:36,117,6469,-187,4,False,-22,1012,394,1200,,20342,,60668,3210,5035,0.006646306502381203,53.23,48,0,0,11,15.20599756855329,166,2019-04-17,2024-07-18,12,https://github.com/apache/SkyWalking
Sling,2693158.6690781005,42692,698,2009-03-27 15:41:54,1065,260,0,1,False,-8,810,53,0,,1066,,81086,3266,46606,0.053478048667115995,0.0,0,0,0,0,NaN,0,2009-06-17,2024-08-14,12,https://github.com/apache/Sling
solr,5804980.244132344,153861,2827,2021-02-23 00:12:42,9,627,17,13,False,28,4990,472,12238,,45814,,28083,26078,44321,0.014599517557871056,80.9,0,12,37,173,14.323452550782088,675,2007-01-17,2024-08-14,12,https://github.com/apache/solr
spamassassin,Issues missing,Issues missing,628,2009-05-20 01:47:48,194,70,0,4,False,-3,Commits or Issues or PRs missing,23,0,,-1,,66337,409,40630,Issues missing,0.09,0,13,15,84,16.393936110007346,1556,2004-06-23,2024-07-12,12,https://github.com/apache/spamassassin
sqoop,3420640.9166456223,17892,2521,2011-08-04 07:00:07,35,587,0,4,True,-4,766,43,119,,-1,,86084,309,1977,0.08361275214221087,97.81,30,0,6,16,10.714285714285714,191,2012-03-21,2021-07-05,12,https://github.com/apache/sqoop
stanbol,3390509.830874685,2101,297,2010-12-11 08:00:07,726,75,1,4,True,-11,127,18,0,,-1,,8584,681,6284,0.00662458296330077,27.26,0,10,5,55,20.449796818189295,403,2012-09-19,2024-02-29,12,https://github.com/apache/stanbol
storm,50248924.65036185,22991,17218,2013-11-05 08:00:14,292,4072,-87,6,False,-35,1286,417,97,,53852,,71786,4386,10177,0.008688570409707297,28.47,43,0,10,19,7.425844809408389,243,2014-09-17,2024-08-12,12,https://github.com/apache/storm
stratos,2242744.1498368895,2438,432,2014-06-03 07:00:07,150,118,-11,5,False,-22,142,68,0,,-1,,73520,524,9120,0.011395504117516136,4.04,0,3,36,107,62.16691331449841,438,2014-05-21,2018-07-29,12,https://github.com/apache/stratos
streampipes,2487376.9078014186,2088,1317,2018-04-22 20:06:55,315,175,-268,1,False,-8,77,42,1114,,2502,,69577,909,10757,0.0,8.44,29,0,0,4,9.66161830120737,133,2022-11-17,2024-07-18,12,https://github.com/apache/streampipes
subversion,5721383.217146743,8049,1308,2009-12-31 09:00:10,1288,176,0,9,False,-21,288,63,0,,-1,,18760,1660,80566,0.015222624468164515,35.31,18,5,120,26,16.6748198585311,289,2010-02-17,2024-07-11,12,https://github.com/apache/subversion
superset,4559071.683918863,26312,134611,2015-07-21 18:55:34,-321,13137,-185,11,False,4,1689,594,2450,,42190,,81989,2476,16436,0.0,55.2,25,1,19,65,17.325355018249233,648,2020-11-19,2024-07-18,12,https://github.com/apache/superset
synapse,3625940.604568334,4446,184,2009-05-21 01:01:59,700,54,2,4,False,-12,303,65,117,,-1,,12384,347,13258,0.01423424618172977,18.47,0,8,1,44,12.56796166302739,297,2007-01-02,2023-12-03,12,https://github.com/apache/synapse
syncope,4414310.49166312,10101,676,2014-10-23 07:00:10,309,176,68,1,False,-1,227,62,371,,-1,,41217,37,13380,0.01218815969410109,22.85,13,6,4,72,22.19816631210347,435,2012-11-21,2024-08-05,12,https://github.com/apache/syncope
systemml,12860556.038354382,3852,110,2015-08-29 01:56:56,0,98,0,3,True,0,80,1,0,,-1,,84256,69,3298,0.004412125582816249,31.71,0,18,24,86,15.715648096638322,798,2017-05-18,2024-08-14,12,https://github.com/ckadner/systemml
tvm,1446687.8962162163,6117,26287,2016-10-12 22:20:28,9,3409,-227,10,False,-26,851,561,1983,,68580,,69491,1059,11666,0.008458171623644737,65.3,0,18,52,220,11.854565604338873,411,2020-11-18,2024-07-19,12,https://github.com/apache/tvm
tajo,1999797.9251477828,13945,377,2014-03-21 07:00:07,184,111,-41,1,True,-5,97,36,1019,,0,,5507,625,2306,0.027391460117903787,31.25,0,19,17,50,10.736688548504741,427,2014-04-01,2021-03-18,12,https://github.com/apache/tajo
tapestry-5,17459245.647946816,11748,327,2012-05-23 07:00:11,-9,91,0,1,False,3,715,56,0,,-1,,32728,343,6250,0.03151545845898847,76.94,24,12,11,28,11.935251327085654,460,2003-05-29,2024-08-18,12,https://github.com/apache/tapestry-5
incubator-Tephra,3459915.717818583,80,117,2016-06-02 07:00:07,0,53,0,5,True,0,10,5,0,,-1,,4585,21,488,0.021598670851024553,85.32,32,1,2,1,60.61860691670726,120,2019-11-15,2023-04-17,12,https://github.com/apache/incubator-Tephra
Tez,3892117.152621719,25862,1345,2013-04-08 07:20:23,297,415,0,3,False,-1,499,91,202,,-1,,79460,2396,1868,0.08101408078270642,74.52,32,2,15,28,11.158180033292075,333,2014-07-16,2024-08-13,12,https://github.com/apache/Tez
Thrift,7075177.10249408,28459,24494,2009-09-18 08:00:17,47,4000,0,8,False,7,2875,579,492,,46517,,75524,635,6376,0.09540455024860629,43.09,0,11,25,110,18.036635328374885,608,2010-10-20,2024-08-12,12,https://github.com/apache/Thrift
Tika,2530141.3405298893,26916,5366,2009-05-21 02:12:11,-358,754,36,1,False,6,1725,169,2812,,504,,2728,1537,9310,0.00782691773774722,46.71,0,6,8,26,10.635393143091768,301,2008-10-28,2024-08-15,12,https://github.com/apache/Tika
TinkerPop,4837967.293262927,13029,4657,2015-02-07 08:00:05,422,791,-18,2,False,0,660,210,73,,67,,54412,300,20823,0.004410432351142159,58.93,21,5,13,21,15.700786668528604,256,2016-05-23,2024-08-13,12,https://github.com/apache/TinkerPop
myfaces-tobago,21826305.97335807,6134,66,2017-08-18 08:17:41,102,24,0,1,False,-5,158,30,0,,32606,,72091,352,17050,0.009105875963203097,26.21,33,6,5,13,10.139520422836268,214,2006-03-23,2024-08-19,12,https://github.com/apache/myfaces-tobago
TrafficControl,16071352.59264214,5263,2405,2016-09-02 07:00:06,499,339,-216,6,False,-22,179,141,1984,,32651,,71521,2015,12229,0.007108298365091376,59.94,0,8,16,90,16.921826230403152,582,2018-05-16,2024-07-19,12,https://github.com/apache/TrafficControl
TrafficServer,9228386.34092171,8310,4290,2009-10-31 08:00:10,-51,782,224,10,False,11,625,486,9263,,22910,,44150,1076,20497,0.0004904827482125676,29.57,39,1,43,5,8.03715528392061,178,2010-04-21,2024-07-19,12,https://github.com/apache/TrafficServer
Trafodion,5147353.154423019,2867,648,2015-05-27 07:00:05,332,154,-117,1,True,-32,118,61,205,,-1,,74216,889,6423,0.02631017004394394,5.28,0,50,372,1187,28.251238924763477,4510,2017-12-20,2021-05-05,12,https://github.com/apache/Trafodion
myfaces-trinidad,3509566.0565843736,6869,18,2017-08-18 08:18:09,389,10,1,2,True,-8,548,31,1,,-1,,48502,189,5811,0.06274220335855324,317.59,13,2,34,67,21.008669086097356,334,2007-04-22,2022-08-01,12,https://github.com/apache/myfaces-trinidad
Twill,4559486.354592591,958,205,2016-07-29 07:00:06,16,71,-8,1,False,-1,50,16,0,,-1,,25856,50,345,0.008817939946788294,35.73,4,0,0,0,1.7449995884434932,85,2016-06-15,2020-03-15,12,https://github.com/apache/Twill
Unomi,46596848.02503785,1446,667,2015-11-24 08:00:05,9,125,6,4,False,-6,127,44,436,,83155,,85424,250,2788,0.012532208948231436,18.94,41,0,3,7,5.185333200119892,156,2019-02-20,2024-08-12,12,https://github.com/apache/Unomi
Usergrid,6037019.775566318,971,2416,2013-11-05 08:00:14,545,430,-84,3,True,-11,74,31,0,,0,,67503,950,10237,0.0009125395977004002,31.89,32,1,24,45,34.117849640114336,184,2015-08-19,2021-10-11,12,https://github.com/apache/Usergrid
VCL,21095761.69957851,2150,42,2017-10-17 07:00:08,36,20,0,2,False,-2,52,13,0,,-1,,26424,14,2853,0.04687656171914043,0.0,22,3,13,52,18.33068556764023,380,2012-06-20,2024-04-05,12,https://github.com/apache/VCL
VXQuery,14976894.828093171,485,73,2015-03-17 07:00:06,38,33,0,3,True,-3,44,14,0,,-1,,79696,111,1659,0.010792778649921507,39.18,16,9,2,26,24.185124286681496,355,2014-07-16,2021-02-05,12,https://github.com/apache/VXQuery
Whirr,2167756.2674780684,2982,246,2010-08-12 03:32:41,66,60,0,2,True,-6,129,12,0,,-1,,38749,551,237,0.02645930115128257,66.94,3,0,0,0,11.487964989059082,66,2011-08-17,2015-04-23,12,https://github.com/apache/Whirr
Wicket,Issues missing,Issues missing,1839,2009-05-21 01:51:51,755,391,PRs missing,5,False,-1,Commits or Issues or PRs missing,160,0,,PRs missing,,PRs missing,419,33986,Issues missing,74.18,38,1,8,16,4.351465496467843,203,2007-06-20,2024-07-07,12,https://github.com/apache/Wicket
Wink,Issues missing,Issues missing,65,2009-07-10 08:00:18,15,25,PRs missing,2,True,-1,Commits or Issues or PRs missing,3,0,,PRs missing,,PRs missing,43,922,Issues missing,106.63,37,3,0,9,19.861839086012417,338,2012-12-19,2023-04-14,12,https://github.com/apache/Wink
Wookie,Issues missing,Issues missing,21,2014-02-03 08:00:07,70,9,PRs missing,1,True,-5,Commits or Issues or PRs missing,5,0,,PRs missing,,PRs missing,217,1838,Issues missing,23.02,38,0,6,7,31.58993306302632,125,2012-11-22,2023-11-14,12,https://github.com/apache/Wookie
XMLBeans,Issues missing,Issues missing,165,2009-08-06 08:06:50,120,63,1,2,False,-5,Commits or Issues or PRs missing,19,0,,-1,,50460,231,1953,Issues missing,107.43,0,16,20,55,9.475493274283636,434,2004-06-23,2024-07-02,12,https://github.com/apache/XMLBeans
brpc,4524061.065319865,1695,36335,2017-09-04 09:28:47,33,3935,-40,1,False,-7,181,71,569,,68077,,78090,1189,2067,0.0,40.3,3,8,16,54,10.599798950072602,1089,2022-12-22,2024-07-19,12,https://github.com/apache/brpc
cTAKES,Issues missing,Issues missing,91,2022-11-29 13:43:35,-6,9,PRs missing,1,False,4,Commits or Issues or PRs missing,2,0,,PRs missing,,PRs missing,13,104,Issues missing,5.02,0,14,19,88,42.343942459968325,833,2013-03-20,2024-06-14,12,https://github.com/apache/cTAKES
logging-log4cxx,570062.2258064516,182,651,2017-04-09 07:00:07,65,121,10,2,False,2,57,41,0,,-1,,6378,340,2279,0.0,41.7,29,1,1,7,5.116512380865521,263,2005-01-11,2024-07-19,12,https://github.com/apache/logging-log4cxx
logging-log4net,207890.46666666667,81,1991,2017-04-26 07:00:06,-109,319,3,2,False,7,46,22,150,,17319,,26355,146,2426,0.0,19.21,19,0,4,7,10.179529027745396,208,2007-02-21,2024-07-13,12,https://github.com/apache/logging-log4net
stdcxx,6043082.293008385,2354,150,2009-03-27 15:41:56,175,26,PRs missing,1,False,-6,Commits or Issues or PRs missing,8,0,,PRs missing,,PRs missing,39,2914,0.050818598559266535,85.06,36,3,10,16,15.275858512942147,356,2007-11-14,2013-06-13,12,https://github.com/apache/stdcxx
Flink,4324400.851542074,150989,60172,2014-06-07 07:00:10,273,13102,70,16,False,56,4721,1628,12851,,62505,,7828,6925,40618,0.017610098391586823,113.4,0,21,65,214,14.329816034384866,436,2014-12-17,2024-07-16,12,https://github.com/apache/Flink
Pulsar,5351959.264741484,28047,31473,2016-06-28 07:00:03,-433,3537,-358,12,False,18,1231,649,7279,,43459,,64666,3295,17031,0.015899818366024405,98.41,0,5,42,109,11.537613250589228,327,2018-09-19,2024-07-18,12,https://github.com/apache/Pulsar
streams,nan,18,197,2014-03-18 07:00:06,19,47,-18,1,False,-1,14,9,884,,2854,,52879,230,1804,0.0,27.44,33,0,2,1,31.99697632353338,112,2017-07-19,2024-03-21,12,https://github.com/apache/streams
YuniKorn-core,Issues missing,Issues missing,Repo info missing,Repo info missing,-51,Repo info missing,PRs missing,4,False,6,Commits or Issues or PRs missing,37,0,,PRs missing,,PRs missing,121,938,Issues missing,189.87,34,0,4,0,3.1213789107763614,92,2022-03-16,2024-07-11,12,https://github.com/apache/YuniKorn-core
Zeppelin,Issues missing,Issues missing,Repo info missing,Repo info missing,428,Repo info missing,PRs missing,5,False,-45,Commits or Issues or PRs missing,445,0,,PRs missing,,PRs missing,1282,5864,Issues missing,35.4,20,3,8,23,16.59668652149855,455,2016-05-18,2024-07-06,12,https://github.com/apache/Zeppelin
jUDDI,Issues missing,Issues missing,Repo info missing,Repo info missing,176,Repo info missing,4,2,False,-1,Commits or Issues or PRs missing,18,0,,-1,,84452,173,3043,Issues missing,16.47,24,5,31,24,51.4072461514539,439,2004-03-17,2023-02-27,12,https://github.com/apache/jUDDI
jclouds,Issues missing,Issues missing,Repo info missing,Repo info missing,135,Repo info missing,PRs missing,3,False,-15,Commits or Issues or PRs missing,222,0,,PRs missing,,PRs missing,538,12101,Issues missing,79.03,12,4,1,16,11.556166485518828,210,2013-10-16,2024-05-12,12,https://github.com/apache/jclouds
NetBeans,2133789.239591516,7325,6027,2017-09-01 07:00:11,17,835,-41,2,False,-19,417,194,5061,,72166,,5772,1584,10109,0.0033561969508432224,32.87,0,50,523,1844,26.921600313324483,2498,2019-04-17,2024-07-16,12,https://github.com/apache/NetBeans
incubator-NuttX,1342959.747826087,2634,6071,2019-12-14 23:27:55,573,1059,-696,6,False,-13,377,197,2067,,45510,,67554,6816,46970,0.0,0.02,0,50,452,1230,36.079517770384086,1513,2022-11-17,2024-07-18,12,https://github.com/apache/incubator-NuttX
openoffice,Issues missing,Issues missing,2158,2013-11-13 08:00:13,491,308,12,2,False,-16,Commits or Issues or PRs missing,87,4061,,53896,,34837,475,17091,Issues missing,5.69,0,50,179,650,18.55635109421168,2010,2012-10-17,2024-07-09,12,https://github.com/apache/openoffice
PLC4X,11618259.974489795,1203,2796,2017-12-20 08:00:09,-28,390,74,2,False,1,119,78,3669,,3940,,72265,395,8525,0.0011259210199519828,18.03,0,50,63,531,17.64623854007044,5637,2019-04-17,2024-07-17,12,https://github.com/apache/PLC4X
