ace,9788017.927576544,644,77,2010-05-26 23:38:08,-15,23,0,2,True,1,40,4,0,,-1,,4022,19,1858,0.0010720897460694647,19.66,42,0,6,15,8.611501326733114,235,2009-04-24,2011-12-21,12,https://github.com/apache/ace
joshua,5767237.8681283165,630,271,2016-03-25 07:00:06,86,63,-11,3,True,-7,53,25,52,,-1,,79127,242,4139,0.0007553578025152863,11.1,25,5,8,22,20.812156280136577,429,2016-02-13,2018-10-17,12,https://github.com/apache/joshua
juneau,212245.0,0,195,2016-08-02 07:00:07,13,39,0,1,False,-1,12,6,1073,,-1,,52534,362,3063,0.0,63.65,0,13,11,35,24.50511147322962,403,2016-06-24,2017-10-18,12,https://github.com/apache/juneau
kafka,4881563.368126714,3218,69559,2011-08-15 18:06:16,-28,13689,0,20,False,1,197,3,3815,,627,,15538,314,19503,0.04011426610273855,150.76,3,5,40,82,7.793045814689051,354,2011-07-04,2012-10-23,12,https://github.com/apache/kafka
knox,3863104.6460014815,762,616,2014-03-01 08:00:06,29,248,0,4,False,1,36,0,541,,51875,,54137,90,3234,0.05832117414814179,76.17,45,1,6,5,30.686848317922486,345,2013-02-22,2014-02-19,12,https://github.com/apache/knox
kudu,9422959.918027366,981,4300,2016-01-29 08:00:06,-49,648,0,4,False,6,102,4,0,,-1,,40773,1807,9815,0.021403022288503885,22.52,0,5,60,91,8.128009354794331,330,2015-12-03,2016-07-20,12,https://github.com/apache/kudu
kylin,3423467.6758924467,2370,8779,2015-01-03 08:00:05,838,1533,6,2,False,-1,174,19,3418,,24924,,78576,1324,11325,0.00557244842751764,48.76,28,1,30,10,9.744745577412123,374,2014-11-25,2015-11-18,12,https://github.com/apache/kylin
kyuubi,994922.4987190436,3216,4912,2017-12-18 09:05:10,-82,884,52,5,False,7,188,66,1445,,46092,,69559,983,4202,0.0,52.24,25,6,8,29,26.109845054584174,429,2021-06-21,2022-12-22,12,https://github.com/apache/kyuubi
Lens,1869857.867993928,3685,219,2014-11-12 08:00:06,152,101,-4,3,False,10,102,9,0,,-1,,35949,100,2370,0.03259259259259259,69.67,36,3,4,12,4.54013573601685,185,2014-10-10,2015-08-19,12,https://github.com/apache/Lens
Lenya,Issues missing,Issues missing,46,2011-12-26 08:00:11,691,10,0,2,True,1,Commits or Issues or PRs missing,5,0,,-1,,41125,344,12523,Issues missing,8.72,26,0,0,2,27.470004443786106,248,2003-03-15,2004-08-18,12,https://github.com/apache/Lenya
Libcloud,6767726.1931034485,11,4980,2009-12-11 09:00:14,-16,928,5,3,False,0,22,7,2887,,75926,,25957,496,9984,0.0,90.82,45,0,16,2,31.055776143893183,154,2009-11-01,2011-05-19,12,https://github.com/apache/Libcloud
linkis,1045868.835408771,3084,7689,2019-07-23 06:41:51,-178,1151,107,8,False,11,150,68,1062,,7621,,61331,720,3524,0.0,8.55,2,1,13,61,35.37389338858542,225,2021-08-02,2022-12-22,12,https://github.com/apache/linkis
logging-log4php,9917073.167291261,254,285,2012-12-08 08:00:18,-47,83,0,2,True,2,36,4,5,,-1,,83148,3,1044,0.02599388379204893,77.06,9,0,0,1,1.3215859030837005,85,2004-01-31,2010-03-07,12,https://github.com/apache/logging-log4php
Lucene.NET,7368051.2342243,776,4992,2009-03-27 15:41:57,113,628,1,1,False,1,74,3,4898,,56350,,5107,707,7769,0.00239290333240276,55.12,0,32,40,195,14.81554623472187,1929,2011-02-05,2012-08-15,12,https://github.com/apache/Lucene.NET
Lucy,3056614.7383840824,334,224,2011-11-19 08:00:16,-105,26,0,2,False,4,23,3,0,,-1,,48161,24,3417,0.006492266564827191,19.95,14,14,8,25,9.83782815159932,512,2010-07-22,2012-02-22,12,https://github.com/apache/Lucy
MADlib,4570672.762391403,974,1057,2015-09-19 07:00:06,-27,147,31,5,False,-1,86,13,0,,-1,,8585,405,2684,0.03138737887024344,0.67,0,18,19,32,29.24762463969254,510,2015-09-15,2017-07-19,12,https://github.com/apache/MADlib
MRUnit,1853120.4706450012,474,103,2011-03-26 07:00:07,-76,27,0,2,True,2,47,1,0,,-1,,-1,53,282,0.06936416184971098,148.58,1,0,0,0,21.800327332242226,90,2011-03-08,2012-05-16,12,https://github.com/apache/MRUnit
MXNet,1734615.1247053542,38622,48272,2015-04-30 16:21:15,349,6808,-409,17,False,-111,1740,725,2192,,75425,,53462,3462,9542,0.0,19.19,0,16,40,165,24.583141634252094,555,2017-01-23,2022-09-21,12,https://github.com/apache/MXNet
ManifoldCF,1536761.0113331343,2390,217,2012-06-22 07:00:16,-61,65,0,1,False,1,66,4,163,,43190,,72076,1885,4653,0.005520859963721802,7.94,0,42,48,217,35.270220684594015,817,2010-01-10,2012-05-16,12,https://github.com/apache/ManifoldCF
Marmotta,3973982.483487847,1163,159,2014-01-22 08:00:07,-179,53,0,2,False,1,35,5,0,,-1,,47530,220,2211,0.013849514337500582,19.08,29,1,2,17,17.31584083805853,193,2012-12-03,2013-11-20,12,https://github.com/apache/Marmotta
Mesos,5316112.854583107,1793,12109,2013-07-17 07:00:13,-211,1675,0,11,False,5,157,2,982,,42321,,75391,2617,19484,0.011673345387417149,79.51,0,17,28,94,23.685758558351747,591,2010-12-23,2013-06-19,12,https://github.com/apache/Mesos
MetaModel,4544793.764252634,301,461,2013-08-07 07:00:14,7,151,0,2,False,-1,45,9,534,,-1,,54290,285,668,0.0260387811634349,58.67,40,0,0,2,5.719104007038897,119,2013-06-12,2014-11-20,12,https://github.com/apache/MetaModel
Metron,1507542.85586738,6100,2198,2015-12-08 08:00:05,78,512,83,4,False,-2,131,27,0,,-1,,70919,654,1014,0.00884475054318862,55.02,44,2,2,11,16.622195269860523,243,2015-12-06,2017-04-19,12,https://github.com/apache/Metron
Mnemonic,4917420.888888889,0,297,2016-03-29 07:00:06,10,63,-6,1,False,8,22,9,96,,-1,,77179,117,675,0.0,32.73,14,0,1,4,32.5463073376262,152,2016-03-03,2017-11-15,12,https://github.com/apache/Mnemonic
MyFaces,11591573.477364866,280,305,2018-05-08 11:41:08,0,71,0,2,False,0,61,0,1920,,14313,,27265,140,8242,0.03619809323499702,53.69,0,2,16,94,16.424881545924165,324,2004-07-16,2005-03-09,12,https://github.com/apache/MyFaces
Mynewt-core,7153691.939189189,0,1996,2015-10-29 07:00:07,-74,366,198,5,False,19,56,14,963,,81890,,13292,371,10773,0.0,2.4,0,23,81,106,30.48961477519591,608,2015-10-20,2017-06-21,12,https://github.com/apache/Mynewt-core
NiFi,6098392.2830699645,4514,11849,2014-12-12 08:00:05,57,2643,-7,5,False,4,168,5,5532,,63454,,6860,377,11986,0.020397499513709574,46.2,0,16,39,137,16.829640203743956,834,2014-11-24,2015-07-15,12,https://github.com/apache/NiFi
Nutch,9465195.94196493,226,6953,2009-05-21 01:17:48,0,1245,0,5,False,0,68,0,226,,28715,,7741,1737,2571,0.00959283115600514,20.27,21,4,2,38,15.064916225429753,250,2005-01-15,2005-06-01,12,https://github.com/apache/Nutch
Nuvem,171898.90657142855,82,9,2010-08-12 03:32:41,17,5,0,2,True,-3,14,4,0,,-1,,-1,0,141,0.009828009828009828,24.59,8,0,0,0,24.067333939945406,37,2010-06-24,2012-11-29,12,https://github.com/apache/Nuvem
OFBiz,5850900.638448691,2878,2099,2009-05-20 01:47:56,-667,553,0,3,False,5,130,0,0,,-1,,69591,232,31770,0.005475233220969169,2.34,0,48,105,243,17.533314811798856,753,2006-01-31,2006-12-20,12,https://github.com/apache/OFBiz
commons-ognl,5530371.727073299,134,204,2013-07-10 07:00:15,0,40,0,1,False,0,22,0,3,,-1,,38528,26,965,0.08882655446470314,46.27,33,1,1,8,5.818472793781436,160,2011-04-26,2011-08-30,12,https://github.com/apache/commons-ognl
OODT,7170435.904155253,241,187,2013-01-21 08:00:15,-296,61,0,3,False,7,29,0,106,,16789,,64863,777,2135,0.0011474151044206138,24.07,45,0,11,13,34.5919090075827,167,2010-01-21,2010-11-17,12,https://github.com/apache/OODT
Ode,7633592.074445862,362,149,2009-05-21 02:41:15,-428,61,0,3,True,3,55,3,0,,-1,,61799,86,5571,0.03010295950874925,41.48,16,3,8,26,15.438564941779436,307,2006-02-17,2007-07-18,12,https://github.com/apache/Ode
incubator-Omid,3118838.6809346927,947,228,2016-04-14 07:00:06,190,56,-1,2,False,-8,40,11,6,,-1,,10371,68,1440,0.017839639286414428,111.23,6,0,0,0,3.3870967741935485,65,2016-03-28,2019-11-15,12,https://github.com/apache/incubator-Omid
Onami,798863.0274423077,441,25,2019-01-25 13:52:00,0,3,PRs missing,1,False,0,Commits or Issues or PRs missing,0,0,,PRs missing,,PRs missing,6,1506,0.019476567255021303,112.14,6,0,0,2,4.466631634261692,115,2012-11-14,2013-04-17,12,https://github.com/apache/Onami
Oozie,6493955.899921257,3954,1878,2011-09-14 07:00:10,272,470,1,3,False,0,124,2,0,,-1,,69082,2630,552,0.07030933615775209,95.28,33,3,7,35,10.354528641016959,381,2011-07-11,2012-08-28,12,https://github.com/apache/Oozie
climate,3699731.3453513547,753,388,2014-03-08 08:00:06,184,112,21,3,False,-3,37,6,65,,-1,,79733,184,2868,0.008533616854592765,37.66,36,6,2,16,20.281325407568712,405,2013-02-15,2014-02-19,12,https://github.com/apache/climate
opendal,1360499.9835766423,3495,6504,2022-02-14 05:18:44,156,422,-146,3,False,-10,244,77,1833,,30386,,3177,1282,3409,0.0,10.54,2,0,1,4,22.33431631227689,170,2023-02-27,2024-01-18,12,https://github.com/apache/opendal
OpenEJB,12168864.498799697,810,52,2013-01-23 08:00:17,-586,28,0,2,False,-4,54,3,0,,-1,,85757,900,23327,0.005834452652787105,47.99,0,21,12,148,23.458501303087388,343,2006-07-05,2007-05-16,12,https://github.com/apache/OpenEJB
OpenJPA,5886853.804345235,1008,406,2009-05-21 01:13:25,-139,132,0,4,False,6,110,2,0,,56152,,25369,272,7311,0.04819708159771025,76.35,0,19,46,53,13.097100062562102,511,2006-04-10,2007-05-16,12,https://github.com/apache/OpenJPA
OpenNLP,13076362.754621353,1246,3265,2011-11-09 08:00:09,92,445,0,2,False,-2,75,3,152,,83631,,15291,95,2940,0.021991412324474876,33.3,39,1,3,6,14.754860711280394,200,2010-11-23,2012-02-15,12,https://github.com/apache/OpenNLP
OpenWebBeans,6846281.397965649,397,183,2011-01-28 08:00:11,40,57,0,2,False,-1,20,2,123,,-1,,73099,119,4380,0.031584453206727287,83.01,44,0,5,9,5.5863808322824715,150,2008-10-26,2009-12-17,12,https://github.com/apache/OpenWebBeans
OpenWhisk,4079354.739025857,4820,14020,2016-02-18 21:16:19,113,1162,-127,9,False,5,263,114,789,,22429,,29951,646,2459,0.0,126.9,40,0,2,8,8.291624475625634,165,2016-11-23,2019-07-17,12,https://github.com/apache/OpenWhisk
Openmeetings,1488120.642857143,0,1508,2015-03-13 07:00:05,0,254,0,1,False,0,0,0,0,,-1,,17270,116,5892,0.0,6.05,42,0,3,16,22.43413936959209,303,2011-11-12,2013-01-18,12,https://github.com/apache/Openmeetings
PDFBox,11937179.846509341,968,5920,2009-09-26 08:00:19,-75,838,0,3,False,3,151,2,0,,-1,,78554,293,19323,0.0391852770885029,19.79,22,2,14,50,18.636825833752734,340,2008-02-07,2009-10-21,12,https://github.com/apache/PDFBox
paimon,833410.7706766918,1907,5166,2022-01-12 03:13:15,61,854,-133,3,False,-10,201,68,99,,60923,,15168,965,2389,0.0,74.4,23,1,4,20,10.422021535255297,201,2023-03-12,2024-03-21,12,https://github.com/apache/paimon
Phoenix,3402117.0505230892,6477,3032,2014-06-04 07:00:08,0,994,0,4,False,0,158,0,1489,,83685,,72260,165,14658,0.046757893718872394,16.03,0,19,60,252,22.691490157122868,1164,2013-12-11,2014-05-21,12,https://github.com/apache/Phoenix
Pig,3478102.0736324238,3266,1801,2009-05-21 01:10:43,-100,449,0,4,False,-6,141,8,0,,-1,,4913,4647,1663,0.03416074619709716,74.72,0,11,18,64,15.04034216288521,495,2007-10-02,2008-10-22,12,https://github.com/apache/Pig
Pinot,2758498.131188119,2774,11781,2014-05-19 23:27:48,37,1231,-32,7,False,13,260,115,1926,,28027,,19053,300,11724,0.0,60.44,0,13,15,101,14.207303169484348,434,2018-10-17,2021-07-21,12,https://github.com/apache/Pinot
Pivot,3156522.0658247666,838,99,2011-08-18 07:00:12,-295,25,PRs missing,3,False,3,Commits or Issues or PRs missing,1,0,,PRs missing,,PRs missing,46,5119,0.00825102829979557,9.34,13,3,15,38,17.68072791673618,346,2009-01-26,2009-12-16,12,https://github.com/apache/Pivot
Pluto,10376787.017367985,109,18,2009-05-21 01:09:18,-70,10,0,3,True,1,43,4,0,,-1,,9645,54,2243,0.03291525648682726,18.29,17,0,0,4,9.310949298813377,134,2003-09-30,2004-05-15,12,https://github.com/apache/Pluto
PredictionIO,3608154.793075473,818,27019,2013-01-25 19:42:32,49,1935,-15,5,False,-4,107,34,90,,-1,,284,1492,3010,0.0016255682600909217,39.02,8,0,0,4,14.771927079258274,686,2016-05-26,2017-10-18,12,https://github.com/apache/PredictionIO
Pulsar,5351959.264741484,1288,31473,2016-06-28 07:00:03,-265,3537,239,12,False,10,104,20,7279,,43459,,64666,3295,17031,0.0,98.41,0,5,42,109,11.537613250589228,327,2017-06-01,2018-09-19,12,https://github.com/apache/Pulsar
Qpid,7839941.428952428,4320,341,2009-05-21 03:17:04,-557,91,0,1,True,5,108,7,0,,-1,,26908,2838,35301,0.02386301790424092,76.21,24,2,2,12,7.471264367816092,244,2006-08-27,2008-12-18,12,https://github.com/apache/Qpid
creadur-rat,11763581.868168116,391,96,2012-10-11 07:00:29,-8,44,0,2,False,1,47,5,234,,2882,,56429,236,2659,0.013325772611284377,81.55,5,0,0,2,4.260306080242658,119,2008-01-06,2012-04-18,12,https://github.com/apache/creadur-rat
REEF,2778333.256623267,4051,285,2014-10-23 07:00:10,143,97,196,5,True,11,93,14,201,,39643,,51017,217,3741,0.012441023094114725,40.22,44,0,0,7,8.381204890263662,180,2014-08-12,2015-11-18,12,https://github.com/apache/REEF
Ranger,2837091.6547071375,4591,2707,2014-07-27 07:00:08,119,943,5,7,False,7,225,25,20,,1690,,63943,234,6801,0.025689041725540936,13.3,0,26,63,135,27.358754992706032,454,2014-07-24,2017-01-18,12,https://github.com/apache/Ranger
Rave,2451691.2257217956,1655,44,2014-03-19 07:00:06,-89,14,0,3,False,-2,68,4,0,,-1,,68270,41,1730,0.045754956786985254,62.85,19,2,1,1,15.70625536510398,60,2011-03-01,2012-03-21,12,https://github.com/apache/Rave
RocketMQ,4179780.3138552,0,53180,2016-11-30 08:00:08,81,11534,-15,7,False,-5,54,15,977,,41341,,85435,1002,7825,0.0,42.73,10,4,17,62,12.167478058437199,324,2016-11-21,2017-09-20,12,https://github.com/apache/RocketMQ
Roller,35028247.56510864,1633,363,2009-05-21 02:42:21,-177,119,0,2,False,1,175,1,206,,30,,62247,319,4836,0.00451711329265057,11.42,36,2,0,16,13.617451928483076,304,2005-06-20,2007-02-21,12,https://github.com/apache/Roller
Rya,5337707.143636074,3382,298,2015-10-06 07:00:05,10,80,-4,5,True,-3,93,37,0,,-1,,43869,56,441,0.019549559849091118,69.83,34,1,1,13,14.092442701148471,251,2015-09-18,2019-09-18,12,https://github.com/apache/Rya
SINGA,2115291.305882353,0,7896,2015-04-02 07:00:05,-2,1228,56,5,False,7,80,49,59,,-1,,15550,563,2242,0.0,49.84,40,0,10,6,14.906635112124448,114,2015-03-17,2019-10-16,12,https://github.com/apache/SINGA
SIS,27125651.41981724,197,241,2013-06-11 07:00:15,-7,45,0,1,False,-1,29,4,0,,47086,,33474,379,8801,0.0014392520983786124,32.52,0,12,7,59,3.3243404150330127,330,2010-02-21,2012-09-19,12,https://github.com/apache/SIS
Samza,3137115.141788171,3528,1937,2015-03-14 07:00:05,-18,329,0,14,False,7,160,27,430,,58,,77746,676,2303,0.04246630111948824,101.24,41,0,0,5,10.89988958410011,448,2013-07-30,2015-01-21,12,https://github.com/apache/Samza
Sanselan,Issues missing,Issues missing,90,2009-05-21 01:48:24,18,18,0,1,True,-2,Commits or Issues or PRs missing,2,0,,-1,,66727,37,291,Issues missing,15.57,31,0,0,19,10.477158153894251,194,2007-09-09,2009-06-30,12,https://github.com/apache/Sanselan
incubator-Sedona,1301940.800595238,35,4300,2015-04-24 18:01:29,-1,656,30,2,False,9,72,42,515,,47740,,19190,995,1259,0.0,82.0,31,0,5,18,23.928289331961032,260,2020-07-19,2022-12-21,12,https://github.com/apache/incubator-Sedona
Sentry,2891828.7415288896,6305,330,2016-03-26 07:00:07,-13,90,0,7,False,1,137,16,0,,-1,,31901,55,1694,0.10043420804228809,113.42,41,1,3,5,25.590229972974353,158,2013-08-08,2016-03-16,12,https://github.com/apache/Sentry
servicecomb-java-chassis,2486568.5857371795,319,4594,2017-05-18 09:29:30,189,802,-120,2,False,-35,88,46,173,,14560,,9584,169,4331,0.0,70.69,33,0,0,0,9.877403479737822,73,2017-11-22,2018-10-17,12,https://github.com/apache/servicecomb-java-chassis
ServiceMix,9505022.890423281,2014,463,2014-03-28 07:00:07,0,153,0,2,True,0,217,0,28,,-1,,57078,33,941,0.2565341533055128,21.12,0,0,1,0,30.49464558898521,32,2005-12-01,2007-09-19,12,https://github.com/apache/ServiceMix
ShardingSphere,1161504.1938786507,8232,45940,2016-01-18 12:49:26,3642,6666,604,3,False,22,440,65,12154,,33251,,54743,5838,37364,0.0,88.48,45,0,31,0,50.824337628057144,81,2018-11-10,2020-04-16,12,https://github.com/apache/ShardingSphere
ShenYu,471951.3027959548,3454,19624,2018-07-11 08:17:45,-19,2902,-24,16,False,-16,296,109,458,,69270,,83477,237,3235,0.0,65.23,49,0,5,0,28.992826398852223,79,2021-05-03,2022-07-28,12,https://github.com/apache/ShenYu
Shindig,2131112.2827931223,4752,201,2009-05-21 08:41:05,54,69,0,4,True,-5,293,10,0,,-1,,77022,150,5223,0.053649407361197755,60.48,33,0,1,8,28.03985044138903,121,2007-12-03,2010-01-21,12,https://github.com/apache/Shindig
Shiro,285430.79032258067,0,10860,2009-08-29 08:00:17,135,2308,0,3,False,-1,10,4,1368,,2214,,20007,127,4602,0.0,72.19,7,0,0,3,2.836151477499865,146,2008-05-20,2010-09-22,12,https://github.com/apache/Shiro
SkyWalking,471212.21141602634,3957,53543,2015-11-07 03:30:36,506,6469,6,4,False,12,301,53,1200,,20342,,60668,3210,5035,0.0,53.23,48,0,0,11,15.20599756855329,166,2017-12-08,2019-04-17,12,https://github.com/apache/SkyWalking
Sling,2693158.6690781005,3708,698,2009-03-27 15:41:54,492,260,0,1,False,2,108,2,0,,1066,,81086,3266,46606,0.053478048667115995,0.0,0,0,0,0,NaN,0,2007-09-09,2009-06-17,12,https://github.com/apache/Sling
solr,5804980.244132344,663,2827,2021-02-23 00:12:42,-48,627,0,13,False,4,139,1,12238,,45814,,28083,26078,44321,0.014599517557871056,80.9,0,12,37,173,14.323452550782088,675,2006-01-17,2007-01-17,12,https://github.com/apache/solr
spamassassin,Issues missing,Issues missing,628,2009-05-20 01:47:48,29,70,0,4,False,0,Commits or Issues or PRs missing,1,0,,-1,,66337,409,40630,Issues missing,0.09,0,13,15,84,16.393936110007346,1556,2003-12-20,2004-06-23,12,https://github.com/apache/spamassassin
sqoop,3420640.9166456223,1081,2521,2011-08-04 07:00:07,247,587,0,4,True,-1,97,3,119,,-1,,86084,309,1977,0.08361275214221087,97.81,30,0,6,16,10.714285714285714,191,2011-06-13,2012-03-21,12,https://github.com/apache/sqoop
stanbol,3390509.830874685,2116,297,2010-12-11 08:00:07,-136,75,1,4,True,-2,79,6,0,,-1,,8584,681,6284,0.00662458296330077,27.26,0,10,5,55,20.449796818189295,403,2010-11-15,2012-09-19,12,https://github.com/apache/stanbol
storm,50248924.65036185,2882,17218,2013-11-05 08:00:14,-404,4072,80,6,False,38,334,15,97,,53852,,71786,4386,10177,0.008688570409707297,28.47,43,0,10,19,7.425844809408389,243,2013-09-18,2014-09-17,12,https://github.com/apache/storm
stratos,2242744.1498368895,1825,432,2014-06-03 07:00:07,-946,118,0,5,False,1,98,11,0,,-1,,73520,524,9120,0.011395504117516136,4.04,0,3,36,107,62.16691331449841,438,2013-06-20,2014-05-21,12,https://github.com/apache/stratos
streampipes,2487376.9078014186,6,1317,2018-04-22 20:06:55,-29,175,288,1,False,9,60,39,1114,,2502,,69577,909,10757,0.0,8.44,29,0,0,4,9.66161830120737,133,2019-11-11,2022-11-17,12,https://github.com/apache/streampipes
subversion,5721383.217146743,339,1308,2009-12-31 09:00:10,0,176,0,9,False,0,46,0,0,,-1,,18760,1660,80566,0.015222624468164515,35.31,18,5,120,26,16.6748198585311,289,2009-11-07,2010-02-17,12,https://github.com/apache/subversion
superset,4559071.683918863,19975,134611,2015-07-21 18:55:34,-392,13137,488,11,False,19,1390,345,2450,,42190,,81989,2476,16436,0.0,55.2,25,1,19,65,17.325355018249233,648,2017-05-21,2020-11-19,12,https://github.com/apache/superset
synapse,3625940.604568334,112,184,2009-05-21 01:01:59,-152,54,0,4,False,3,38,6,117,,-1,,12384,347,13258,0.01423424618172977,18.47,0,8,1,44,12.56796166302739,297,2005-08-22,2007-01-02,12,https://github.com/apache/synapse
syncope,4414310.49166312,797,676,2014-10-23 07:00:10,58,176,0,1,False,-4,38,5,371,,-1,,41217,37,13380,0.01218815969410109,22.85,13,6,4,72,22.19816631210347,435,2012-02-10,2012-11-21,12,https://github.com/apache/syncope
systemml,12860556.038354382,2985,110,2015-08-29 01:56:56,19,98,0,3,True,-3,65,3,0,,-1,,84256,69,3298,0.004412125582816249,31.71,0,18,24,86,15.715648096638322,798,2015-11-02,2017-05-18,12,https://github.com/ckadner/systemml
tvm,1446687.8962162163,4339,26287,2016-10-12 22:20:28,-95,3409,84,10,False,29,555,230,1983,,68580,,69491,1059,11666,0.0,65.3,0,18,52,220,11.854565604338873,411,2019-03-06,2020-11-18,12,https://github.com/apache/tvm
tajo,1999797.9251477828,4402,377,2014-03-21 07:00:07,-179,111,4,1,True,-6,72,7,1019,,0,,5507,625,2306,0.027391460117903787,31.25,0,19,17,50,10.736688548504741,427,2013-03-07,2014-04-01,12,https://github.com/apache/tajo
tapestry-5,17459245.647946816,0,327,2012-05-23 07:00:11,0,91,0,1,False,0,0,0,0,,-1,,32728,343,6250,0.03151545845898847,76.94,24,12,11,28,11.935251327085654,460,2003-04-01,2003-05-29,12,https://github.com/apache/tapestry-5
incubator-Tephra,3459915.717818583,982,117,2016-06-02 07:00:07,24,53,0,5,True,-5,53,18,0,,-1,,4585,21,488,0.021598670851024553,85.32,32,1,2,1,60.61860691670726,120,2016-03-07,2019-11-15,12,https://github.com/apache/incubator-Tephra
Tez,3892117.152621719,5735,1345,2013-04-08 07:20:23,-57,415,3,3,False,2,115,6,202,,-1,,79460,2396,1868,0.08101408078270642,74.52,32,2,15,28,11.158180033292075,333,2013-02-24,2014-07-16,12,https://github.com/apache/Tez
Thrift,7075177.10249408,5925,24494,2009-09-18 08:00:17,290,4000,0,8,False,1,497,4,492,,46517,,75524,635,6376,0.09540455024860629,43.09,0,11,25,110,18.036635328374885,608,2008-04-18,2010-10-20,12,https://github.com/apache/Thrift
Tika,2530141.3405298893,581,5366,2009-05-21 02:12:11,-1,754,0,1,False,-1,66,3,2812,,504,,2728,1537,9310,0.00782691773774722,46.71,0,6,8,26,10.635393143091768,301,2007-03-22,2008-10-28,12,https://github.com/apache/Tika
TinkerPop,4837967.293262927,4578,4657,2015-02-07 08:00:05,531,791,20,2,False,-2,168,27,73,,67,,54412,300,20823,0.004410432351142159,58.93,21,5,13,21,15.700786668528604,256,2015-01-16,2016-05-23,12,https://github.com/apache/TinkerPop
myfaces-tobago,21826305.97335807,109,66,2017-08-18 08:17:41,0,24,0,1,False,0,17,0,0,,32606,,72091,352,17050,0.009105875963203097,26.21,33,6,5,13,10.139520422836268,214,2005-10-27,2006-03-23,12,https://github.com/apache/myfaces-tobago
TrafficControl,16071352.59264214,1217,2405,2016-09-02 07:00:06,-105,339,259,6,False,1,93,37,1984,,32651,,71521,2015,12229,0.0,59.94,0,8,16,90,16.921826230403152,582,2016-07-12,2018-05-16,12,https://github.com/apache/TrafficControl
Trafodion,5147353.154423019,10330,648,2015-05-27 07:00:05,111,154,72,1,True,-32,258,128,205,,-1,,74216,889,6423,0.02631017004394394,5.28,0,50,372,1187,28.251238924763477,4510,2015-05-24,2017-12-20,12,https://github.com/apache/Trafodion
